timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20130429,S.Korea BOK warns of high default risks in three sectors,S.Korea BOK,warns,of high default risks in three sectors,7,#ad494a,"see, predict, warn",
20130429,German trade ass'n head sees recession worsening in southern EU,German trade ass'n head,sees,recession worsening in southern EU,6,#ad494a,"see, predict, warn",
20130501,Facebook's mobile business expands in first quarter,Facebook's mobile business,expands,in first quarter,3,#d62728,"launch, unveil, introduce",
20130501,Earthquake measuring 5.7 strikes northern India,Earthquake,measuring,5.7 strikes northern India,0,#31a354,measuring,
20130501,CORRECTED-Earthquake measuring 5.7 strikes northern India,CORRECTED-Earthquake,measuring,5.7 strikes northern India,0,#31a354,measuring,
20130501,Earthquake measuring 5.7 strikes northwest Pakistan,Earthquake,measuring,5.7 strikes northwest Pakistan,0,#31a354,measuring,
20130506,Israel says Google's 'Palestine' page harms peace hopes,Israel,says,Google's 'Palestine' page harms peace hopes,2,#636363,say,
20130506,"Israel says Google's ""Palestine"" page harms peace hopes",Israel,says,"Google's ""Palestine"" page harms peace hopes",2,#636363,say,
20130508,Tesla reports first-quarter profit on higher sales,Tesla,reports,first-quarter profit on higher sales,5,#636363,say,
20130509,Facebook in talks to buy Israel's Waze for up to $1 billion,Facebook in talks,to buy,Israel's Waze for up to $1 billion,3,#1f77b4,"buy, invest, acquire",
20130509,Facebook in talks to buy Israel's Waze for up to $1 bln-report,Facebook in talks,to buy,Israel's Waze for up to $1 bln-report,3,#1f77b4,"buy, invest, acquire",
20130513,Argentina faces very different debt default if loses legal fight,Argentina,faces,very different debt default if loses legal fight,7,#e7cb94,"face, seen, post, slip, slide, confirm",
20130515,Google announces Google play music all access music subscription service,Google,announces,Google play music all access music subscription service,2,#636363,say,
20130515,Google says 900 mln Android mobile devices activated,Google,says,900 mln Android mobile devices activated,2,#636363,say,
20130515,Google to face UK lawmakers again over tax,Google,to face,UK lawmakers again over tax,2,#e7ba52,"face, settle, raid, investigate, ...",
20130515,Google says 900 million android devices activated as of now,Google,says,900 million android devices activated as of now,2,#636363,say,
20130515,"Euro zone economy shrinks in first-quarter, marks longest ever recession",Euro zone economy,shrinks,"in first-quarter, marks longest ever recession",6,#d9f0a3,"deepen, shrink, sink, worsen",
20130515,France slips into shallow recession,France,slips,into shallow recession,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20130515,"Czech recession deepens in first quarter, crown falls",Czech recession,deepens,"in first quarter, crown falls",6,#d9f0a3,"deepen, shrink, sink, worsen",
20130519,Powerful tornadoes strike in four central U.S. states,Powerful tornadoes,strike,in four central U.S. states,1,#e6550d,"hit, shake, strike",
20130520,Death toll rises to at least 51 in Oklahoma tornado,Death toll,rises to,at least 51 in Oklahoma tornado,1,#393b79,"kill, injure, rise",
20130520,"Dozens injured in Oklahoma tornado, hospitals say",Dozens,injured,"in Oklahoma tornado, hospitals say",1,#393b79,"kill, injure, rise",
20130520,Death toll rises to at least 51 in Oklahoma tornado -state agency,Death toll,rises to,at least 51 in Oklahoma tornado -state agency,1,#393b79,"kill, injure, rise",
20130521,UK opposition party leader says Google tax behavior 'wrong',UK opposition party leader,says,Google tax behavior 'wrong',2,#636363,say,
20130521,"UK opposition party leader says Google tax behaviour ""wrong""",UK opposition party leader,says,"Google tax behaviour ""wrong""",2,#636363,say,
20130521,"Oklahoma officials say 24, not 51, bodies found after massive tornado",Oklahoma officials,say,"24, not 51, bodies found after massive tornado",1,#636363,say,
20130521,Monster tornado kills at least 51 in Oklahoma town,Monster tornado,kills,at least 51 in Oklahoma town,1,#393b79,"kill, injure, rise",
20130522,British opposition leader says Google tax behavior 'wrong',British opposition leader,says,Google tax behavior 'wrong',2,#636363,say,
20130522,"British opposition leader says Google tax behaviour ""wrong""",British opposition leader,says,"Google tax behaviour ""wrong""",2,#636363,say,
20130522,"Mexico's Homex says ""arguably"" in default on some debt",Mexico's Homex,says,"""arguably"" in default on some debt",7,#636363,say,
20130523,"Google, like Facebook, in talks to buy Waze for $1 bln-report","Google, like Facebook, in talks",to buy,Waze for $1 bln-report,3,#1f77b4,"buy, invest, acquire",
20130523,"Google, like Facebook, in talks to buy Waze for about $1 bln -report","Google, like Facebook, in talks",to buy,Waze for about $1 bln -report,3,#1f77b4,"buy, invest, acquire",
20130523,Google faces new federal antitrust probe,Google,faces,new federal antitrust probe,2,#e7ba52,"face, settle, raid, investigate, ...",
20130523,Google faces new federal antitrust probe -source,Google,faces,new federal antitrust probe -source,2,#e7ba52,"face, settle, raid, investigate, ...",
20130523,ITC says Microsoft did not violate Google patent,ITC,says,Microsoft did not violate Google patent,2,#636363,say,
20130523,Khosla Ventures hires Google veteran Ben Ling,Khosla Ventures,hires,Google veteran Ben Ling,2,#fdd0a2,hire,
20130524,Brazil bank lending rises 1.1 pct in April; defaults stable,Brazil bank lending,rises,1.1 pct in April; defaults stable,7,#f7fcb9,rise,
20130528,EU's Almunia says likely to demand more Google concessions,EU's Almunia,says,likely to demand more Google concessions,2,#636363,say,
20130529,Facebook says needs to improve response to hate speech,Facebook,says,needs to improve response to hate speech,3,#636363,say,
20130531,Mile-wide tornado touches down west of Oklahoma City,Mile-wide tornado,touches,down west of Oklahoma City,1,#e6550d,"hit, shake, strike",
20130601,Death toll rises to nine from Oklahoma tornadoes,Death toll,rises to,nine from Oklahoma tornadoes,1,#393b79,"kill, injure, rise",
20130601,Death toll rises to nine in Oklahoma tornadoes -chief medical examiner,Death toll,rises to,nine in Oklahoma tornadoes -chief medical examiner,1,#393b79,"kill, injure, rise",
20130601,"Five killed in Oklahoma tornadoes, storms move northeast",Five,killed,"in Oklahoma tornadoes, storms move northeast",1,#393b79,"kill, injure, rise",
20130602,Three storm chasers among 13 killed by Oklahoma tornadoes,Three storm chasers among 13,killed,by Oklahoma tornadoes,1,#393b79,"kill, injure, rise",p
20130602,Three storm chasers among 10 killed by Oklahoma tornado,Three storm chasers among 10,killed,by Oklahoma tornado,1,#393b79,"kill, injure, rise",p
20130603,"Death toll from Oklahoma tornadoes, storms rises to 18","Death toll from Oklahoma tornadoes, storms",rises to,18,1,#393b79,"kill, injure, rise",
20130605,"Apple to sell audio ads on ""iRadio"" music service -sources",Apple,to sell,"audio ads on ""iRadio"" music service -sources",4,#aec7e8,sell,
20130606,Apple to sell audio ads on 'iRadio' music service,Apple,to sell,audio ads on 'iRadio' music service,4,#aec7e8,sell,
20130609,Google close to buying Israeli mapping start-up Waze,Google close,to buying,Israeli mapping start-up Waze,2,#1f77b4,"buy, invest, acquire",
20130609,Google close to buying Israeli mapping start-up Waze -report,Google close,to buying,Israeli mapping start-up Waze -report,2,#1f77b4,"buy, invest, acquire",
20130610,"Apple unveils music streaming service, revamps iOS",Apple,unveils,"music streaming service, revamps iOS",4,#d62728,"launch, unveil, introduce",
20130611,Google buys Israel's Waze to keep mobile maps lead,Google,buys,Israel's Waze to keep mobile maps lead,2,#1f77b4,"buy, invest, acquire",
20130611,"Bank of Finland slashes outlook, sees deeper recession","Bank of Finland slashes outlook,",sees,deeper recession,6,#ad494a,"see, predict, warn",
20130624,Google says did 'good job' replying to EU antitrust probe,Google,says,did 'good job' replying to EU antitrust probe,2,#636363,say,
20130624,"Google says did ""good job"" replying to EU antitrust probe",Google,says,"did ""good job"" replying to EU antitrust probe",2,#636363,say,
20130625,Brazil bank lending rises 1.5 pct in May as defaults stabilize,Brazil bank lending,rises,1.5 pct in May as defaults stabilize,7,#f7fcb9,rise,
20130625,EU court says Google does not have to delete content,EU court,says,Google does not have to delete content,2,#636363,say,
20130627,Italy business lobby sees deeper recession,Italy business lobby,sees,deeper recession,6,#ad494a,"see, predict, warn",
20130628,Greek April retail sales fall 14.2 pct as recession bites,Greek April retail sales,fall,14.2 pct as recession bites,6,#e377c2,"hit, fall, sink, suffer",
20130701,Apple plans Nevada solar farm in clean energy push for data centers,Apple,plans,Nevada solar farm in clean energy push for data centers,4,#d62728,"launch, unveil, introduce",
20130702,Apple hires former Yves Saint Laurent CEO for 'special projects',Apple,hires,former Yves Saint Laurent CEO for 'special projects',4,#fdd0a2,hire,
20130709,Bond insurer says Detroit GO bond default would hinder future borrowing,Bond insurer,says,Detroit GO bond default would hinder future borrowing,7,#636363,say,
20130711,Google's Schmidt says relationship with Apple has improved,Google's Schmidt,says,relationship with Apple has improved,2,#636363,say,
20130715,Google says its Greater China president steps down,Google,says,its Greater China president steps down,2,#636363,say,
20130716,Tesla shares fall 12 percent after Goldman sets new price target,Tesla shares,fall,12 percent after Goldman sets new price target,5,#e377c2,"hit, fall, sink, suffer",
20130717,Ecobank sees no risk of default on chairman's debt,Ecobank,sees,no risk of default on chairman's debt,7,#ad494a,"see, predict, warn",
20130724,Google unveils new Nexus 7 tablet to expand hardware role,Google,unveils,new Nexus 7 tablet to expand hardware role,2,#d62728,"launch, unveil, introduce",
20130725,France's Hollande says data suggest euro zone recession may be over,France's Hollande,says,data suggest euro zone recession may be over,6,#636363,say,
20130726,Brazil bank lending rises 1.8 pct in June as defaults drop,Brazil bank lending,rises,1.8 pct in June as defaults drop,7,#f7fcb9,rise,
20130726,Recession hits profits at Croatian telecoms operator T,Recession,hits,profits at Croatian telecoms operator T,6,#e377c2,"hit, fall, sink, suffer",
20130811,Apple to unveil next iPhone Sept 10,Apple,to unveil,next iPhone Sept 10,4,#d62728,"launch, unveil, introduce",
20130812,India's HDIL says lender withdraws default notice against promoters,India's HDIL,says,lender withdraws default notice against promoters,7,#636363,say,
20130813,Oracle's Ellison says Google's Page acted 'evil',Oracle's Ellison,says,Google's Page acted 'evil',2,#636363,say,
20130814,Apple faces possible May 2014 trial on e-book damages,Apple,faces,possible May 2014 trial on e-book damages,4,#e7ba52,"face, settle, raid, investigate, ...",
20130814,Euro zone exits recession in Q2 slightly faster than expected,Euro zone,exits,recession in Q2 slightly faster than expected,6,#bdbdbd,"dodge, exit",
20130820,Tesla says Model S won rare 5-star safety ratings across board,Tesla,says,Model S won rare 5-star safety ratings across board,5,#636363,say,
20130823,Google buys patents on virtual image technology from Hon Hai,Google,buys,patents on virtual image technology from Hon Hai,2,#1f77b4,"buy, invest, acquire",
20130826,Obama administration sees mid-October default deadline,Obama administration,sees,mid-October default deadline,7,#ad494a,"see, predict, warn",
20130827,"Facebook says countries sought data on 38,000 users in first half of 2013",Facebook,says,"countries sought data on 38,000 users in first half of 2013",3,#636363,say,
20130827,"Facebook says countries sought data on 38,000 users first half of 2013",Facebook,says,"countries sought data on 38,000 users first half of 2013",3,#636363,say,
20130829,"Brazil bank lending rises 0.6 pct in July, defaults stable",Brazil bank lending,rises,"0.6 pct in July, defaults stable",7,#f7fcb9,rise,
20130830,"Large earthquake hits remote Alaska waters, no tsunami seen",Large earthquake,hits,"remote Alaska waters, no tsunami seen",0,#e6550d,"hit, shake, strike",
20130903,Ride service Uber hires new CFO from Google,Ride service Uber,hires,new CFO from Google,2,#fdd0a2,hire,
20130904,Microsoft says wins patent trial against Google's Motorola,Microsoft,says,wins patent trial against Google's Motorola,2,#636363,say,
20130907,Greek PM says recession in 2013 to be less than expected,Greek PM,says,recession in 2013 to be less than expected,6,#636363,say,
20130912,Moody's sees smaller recovery rates in muni defaults,Moody's,sees,smaller recovery rates in muni defaults,7,#ad494a,"see, predict, warn",
20130916,"Earthquake felt in Greek capital, no damage reported",Earthquake,felt,"in Greek capital, no damage reported",0,#7b4173,"felt, seen, rattle",
20130919,Earthquake of 5.8 magnitude hits Japan's Fukushima Prefecture-Kyodo,Earthquake of 5.8 magnitude,hits,Japan's Fukushima Prefecture-Kyodo,0,#e6550d,"hit, shake, strike",
20130919,Tesla shares hit record after Deutsche Bank note,Tesla shares,hit,record after Deutsche Bank note,5,#e377c2,"hit, fall, sink, suffer",
20130923,"Apple says sells 9 million 5s, 5c iPhones in first three days",Apple,says,"sells 9 million 5s, 5c iPhones in first three days",4,#636363,say,
20130924,"Greece, lenders see smaller recession of 4.0 percent this year","Greece, lenders",see,smaller recession of 4.0 percent this year,6,#ad494a,"see, predict, warn",
20130924,At least 30 killed in strong earthquake in Pakistan,At least 30,killed,in strong earthquake in Pakistan,0,#393b79,"kill, injure, rise",p
20130924,"UPDATE 1-Greece, lenders see smaller recession of 4.0 pct this year","UPDATE 1-Greece, lenders",see,smaller recession of 4.0 pct this year,6,#ad494a,"see, predict, warn",
20130925,Death toll from earthquake in Pakistan rises to 327,Death toll from earthquake in Pakistan,rises to,327,0,#393b79,"kill, injure, rise",
20130926,Google introduces new 'Hummingbird' search algorithm,Google,introduces,new 'Hummingbird' search algorithm,2,#d62728,"launch, unveil, introduce",
20130926,"Google introduces new ""Hummingbird"" search algorithm",Google,introduces,"new ""Hummingbird"" search algorithm",2,#d62728,"launch, unveil, introduce",
20131001,Facebook expands ad service for app developers,Facebook,expands,ad service for app developers,3,#d62728,"launch, unveil, introduce",
20131001,EU's Almunia says Google latest concessions more appropriate,EU's Almunia,says,Google latest concessions more appropriate,2,#636363,say,
20131002,Tesla shares drop 6 percent after report of Model S fire,Tesla shares,drop,6 percent after report of Model S fire,5,#e377c2,"hit, fall, sink, suffer",
20131002,Tesla shares drop 6 pct after report of Model S fire,Tesla shares,drop,6 pct after report of Model S fire,5,#e377c2,"hit, fall, sink, suffer",
20131004,U.S. bill rates rise on government default worries,U.S. bill rates,rise,on government default worries,7,#f7fcb9,rise,
20131004,U.S. bill rates rise on government default jitters,U.S. bill rates,rise,on government default jitters,7,#f7fcb9,rise,
20131006,Boehner says U.S. on path to default if Obama won't negotiate,Boehner,says,U.S. on path to default if Obama won't negotiate,7,#636363,say,
20131007,Greek budget sees end to six-year recession next year,Greek budget,sees,end to six-year recession next year,6,#ad494a,"see, predict, warn",
20131008,U.S. Treasury says default risks permanent damage to reputation,U.S. Treasury,says,default risks permanent damage to reputation,7,#636363,say,
20131008,"U.S. short rates rise on default fear, stocks slip",U.S. short rates,rise,"on default fear, stocks slip",7,#f7fcb9,rise,
20131008,Wall St hits session low as default angst increases,Wall St,hits,session low as default angst increases,7,#e377c2,"hit, fall, sink, suffer",
20131008,Serbian finance minister says savings needed to avert default,Serbian finance minister,says,savings needed to avert default,7,#636363,say,
20131008,"IMF sees U.S. default as unlikely, but could be 'devastating'",IMF,sees,"U.S. default as unlikely, but could be 'devastating'",7,#ad494a,"see, predict, warn",
20131008,Moody's says U.S. default extremely unlikely,Moody's,says,U.S. default extremely unlikely,7,#636363,say,
20131009,World Bank's Kim warns even U.S. default threat hurts poorest,World Bank's Kim,warns,even U.S. default threat hurts poorest,7,#ad494a,"see, predict, warn",
20131010,BoJ's Kuroda says does not expect U.S. to default,BoJ's Kuroda,says,does not expect U.S. to default,7,#636363,say,
20131010,WI Harper announces Flutter acquisition by Google,WI Harper,announces,Flutter acquisition by Google,2,#636363,say,
20131010,OECD says U.S. fiscal impasse threatens widespread recession,OECD,says,U.S. fiscal impasse threatens widespread recession,6,#636363,say,
20131011,"Google unveils plans for user names, comments to appear in ads",Google,unveils,"plans for user names, comments to appear in ads",2,#d62728,"launch, unveil, introduce",
20131011,U.S. default costs fall on debt deal hopes,U.S. default costs,fall,on debt deal hopes,7,#e377c2,"hit, fall, sink, suffer",
20131014,Mexico's Carstens says sees only remote chance of U.S. default,Mexico's Carstens,says,sees only remote chance of U.S. default,7,#636363,say,
20131014,Obama says it appears some progress in Senate toward averting default,Obama,says,it appears some progress in Senate toward averting default,7,#636363,say,
20131014,Wall Street falls on default concerns,Wall Street,falls,on default concerns,7,#e377c2,"hit, fall, sink, suffer",
20131014,Facebook buys Israeli start-up app-maker Onavo,Facebook,buys,Israeli start-up app-maker Onavo,3,#1f77b4,"buy, invest, acquire",
20131015,House Democratic leader Pelosi says still optimistic debt default can be averted,House Democratic leader Pelosi,says,still optimistic debt default can be averted,7,#636363,say,
20131016,Twitter hires Google executive as head of retail,Twitter,hires,Google executive as head of retail,2,#fdd0a2,hire,
20131016,Strong earthquake strikes off Papua New Guinea,Strong earthquake,strikes,off Papua New Guinea,0,#e6550d,"hit, shake, strike",
20131019,6.8-magnitude earthquake strikes off western Mexico coast,6.8-magnitude earthquake,strikes,off western Mexico coast,0,#e6550d,"hit, shake, strike",
20131021,Google unveils services promoting free expression,Google,unveils,services promoting free expression,2,#d62728,"launch, unveil, introduce",
20131022,"Apple unveils iPad Air, new Macs for holidays",Apple,unveils,"iPad Air, new Macs for holidays",4,#d62728,"launch, unveil, introduce",
20131024,Tesla hires Apple VP to lead vehicle development,Tesla,hires,Apple VP to lead vehicle development,4,#fdd0a2,hire,
20131029,Italy says 2013 recession to be deeper than thought,Italy,says,2013 recession to be deeper than thought,6,#636363,say,
20131031,"Strong earthquake strikes off Chilean coast, no damage reported",Strong earthquake,strikes,"off Chilean coast, no damage reported",0,#e6550d,"hit, shake, strike",
20131031,Strong earthquake strikes off coast of Chile,Strong earthquake,strikes,off coast of Chile,0,#e6550d,"hit, shake, strike",
20131031,"Google launches 'KitKat' software, sweetens features on range of phones",Google,launches,"'KitKat' software, sweetens features on range of phones",2,#d62728,"launch, unveil, introduce",
20131104,Google's Schmidt says NSA spying outrageous if true,Google's Schmidt,says,NSA spying outrageous if true,2,#636363,say,
20131105,"Tesla outlook, deliveries fall short amid capacity constraints","Tesla outlook, deliveries",fall,short amid capacity constraints,5,#e377c2,"hit, fall, sink, suffer",
20131105,"Tesla posts strong Q3, but outlook falls short",Tesla,posts,"strong Q3, but outlook falls short",5,#636363,say,
20131109,Tokyo area hit by magnitude 5.5 earthquake,Tokyo area,hit,by magnitude 5.5 earthquake,0,#e6550d,"hit, shake, strike",
20131117,"Large tornado touches down near Peoria, Illinois",Large tornado,touches,"down near Peoria, Illinois",1,#e6550d,"hit, shake, strike",
20131117,Apple buys Israel's PrimeSense for $345 million,Apple,buys,Israel's PrimeSense for $345 million,4,#1f77b4,"buy, invest, acquire",
20131117,Apple buys Israel's PrimeSense for $345 mln -report,Apple,buys,Israel's PrimeSense for $345 mln -report,4,#1f77b4,"buy, invest, acquire",
20131118,Fuji Heavy says U.S. plant to shut Monday morning after tornado damage,Fuji Heavy,says,U.S. plant to shut Monday morning after tornado damage,1,#636363,say,
20131118,Six killed as tornadoes rip through U.S. Midwest,Six,killed,as tornadoes rip through U.S. Midwest,1,#393b79,"kill, injure, rise",
20131118,Fast-moving storm kills five as tornadoes rip U.S. Midwest,Fast-moving storm,kills,five as tornadoes rip U.S. Midwest,1,#393b79,"kill, injure, rise",
20131120,Google unveils prepaid debit card,Google,unveils,prepaid debit card,2,#d62728,"launch, unveil, introduce",
20131122,Earthquake measuring 5.4 in magnitude strikes western Iran,Earthquake,measuring,5.4 in magnitude strikes western Iran,0,#31a354,measuring,
20131125,"Medium earthquake hits central Peru, no damage reported",Medium earthquake,hits,"central Peru, no damage reported",0,#e6550d,"hit, shake, strike",
20131125,Apple acquires Israeli 3D chip developer PrimeSense,Apple,acquires,Israeli 3D chip developer PrimeSense,4,#1f77b4,"buy, invest, acquire",
20131128,Dutch privacy watchdog says Google breaks data law,Dutch privacy watchdog,says,Google breaks data law,2,#636363,say,
20131128,Dutch privacy watchdog says Google in breach of data law,Dutch privacy watchdog,says,Google in breach of data law,2,#636363,say,
20131202,Apple buys startup Topsy; gets rich Twitter data,Apple,buys,startup Topsy; gets rich Twitter data,4,#1f77b4,"buy, invest, acquire",
20131202,Tesla says Germany concludes car fire probe,Tesla,says,Germany concludes car fire probe,5,#636363,say,
20131202,Apple buys social analytics startup Topsy,Apple,buys,social analytics startup Topsy,4,#1f77b4,"buy, invest, acquire",
20131202,"China's Dagong sees lower U.S. rating, no China local debt default",China's Dagong,sees,"lower U.S. rating, no China local debt default",7,#ad494a,"see, predict, warn",
20131207,Nobel economics winner Fama says risk of global recession in 2014,Nobel economics winner Fama,says,risk of global recession in 2014,6,#636363,say,
20131209,Greek deflation hits record in November as recession eases,Greek deflation,hits,record in November as recession eases,6,#e377c2,"hit, fall, sink, suffer",
20131212,Apple says death at Pegatron unrelated to working conditions,Apple,says,death at Pegatron unrelated to working conditions,4,#636363,say,
20131216,Google acquires developer of military robots,Google,acquires,developer of military robots,2,#1f77b4,"buy, invest, acquire",
20131217,"Greek central bank trims recession forecast, sees recovery in 2014","Greek central bank trims recession forecast,",sees,recovery in 2014,6,#ad494a,"see, predict, warn",
20131219,Zuckerberg to sell Facebook shares worth about $2.3 billion,Zuckerberg,to sell,Facebook shares worth about $2.3 billion,3,#aec7e8,sell,
20131219,Business lobby says recession has pushed Italians to breaking point,Business lobby,says,recession has pushed Italians to breaking point,6,#636363,say,
20131219,Zuckerberg to sell Facebook shares worth about $2.3 bln,Zuckerberg,to sell,Facebook shares worth about $2.3 bln,3,#aec7e8,sell,
20131220,EU says Google concessions in antitrust case not acceptable,EU,says,Google concessions in antitrust case not acceptable,2,#636363,say,
20131222,"Apple, China Mobile sign long-awaited deal to sell iPhones","Apple, China Mobile sign long-awaited deal",to sell,iPhones,4,#aec7e8,sell,
20131222,Apple says in iPhone pact with China Mobile; no terms disclosed,Apple,says,in iPhone pact with China Mobile; no terms disclosed,4,#636363,say,
20131224,Italian film hit laughs at recession,Italian film,hit,laughs at recession,6,#e377c2,"hit, fall, sink, suffer",
20131229,"Earthquake hits southern Italy, early reports say no injuries","Earthquake hits southern Italy, early reports",say,no injuries,0,#636363,say,
20131229,Earthquake felt in large parts of southern Italy,Earthquake,felt,in large parts of southern Italy,0,#7b4173,"felt, seen, rattle",
20131231,Apple says has never worked with NSA on iPhone backdoors,Apple,says,has never worked with NSA on iPhone backdoors,4,#636363,say,
20140103,Earthquake of 5.9 magnitude hits off coast of Chile,Earthquake of 5.9 magnitude,hits,off coast of Chile,0,#e6550d,"hit, shake, strike",
20140108,Facebook to buy Android app monitoring tool maker,Facebook,to buy,Android app monitoring tool maker,3,#1f77b4,"buy, invest, acquire",
20140108,Facebook to buy India-based app monitoring tool maker,Facebook,to buy,India-based app monitoring tool maker,3,#1f77b4,"buy, invest, acquire",
20140113,Apple loses court bid to block e-book antitrust monitor,Apple,loses,court bid to block e-book antitrust monitor,4,#c7e9c0,loses,
20140113,Google to acquire Nest for $3.2 billion in cash,Google,to acquire,Nest for $3.2 billion in cash,2,#1f77b4,"buy, invest, acquire",
20140113,Apple loses bid to block antitrust monitorship,Apple,loses,bid to block antitrust monitorship,4,#c7e9c0,loses,
20140114,"Tesla shares hit session high, volume jumps",Tesla shares,hit,"session high, volume jumps",5,#e377c2,"hit, fall, sink, suffer",
20140114,Tesla says 4th quarter deliveries beat forecast,Tesla,says,4th quarter deliveries beat forecast,5,#636363,say,
20140115,EU says needs more concessions from Google within weeks in anti-trust probe,EU,says,needs more concessions from Google within weeks in anti-trust probe,2,#636363,say,
20140116,California woman faces trial for wearing Google Glass while driving,California woman,faces,trial for wearing Google Glass while driving,2,#e7ba52,"face, settle, raid, investigate, ...",
20140120,Earthquake felt across large parts of southern Italy,Earthquake,felt,across large parts of southern Italy,0,#7b4173,"felt, seen, rattle",
20140123,Icahn buys another $500 million of Apple shares,Icahn,buys,another $500 million of Apple shares,4,#1f77b4,"buy, invest, acquire",
20140123,Tesla unveils pricing strategy for China,Tesla,unveils,pricing strategy for China,5,#d62728,"launch, unveil, introduce",
20140126,Google to buy artificial intelligence company DeepMind,Google,to buy,artificial intelligence company DeepMind,2,#1f77b4,"buy, invest, acquire",
20140129,Lenovo to buy Google's Motorola in China's largest tech deal,Lenovo,to buy,Google's Motorola in China's largest tech deal,2,#1f77b4,"buy, invest, acquire",
20140129,Brazil bank lending rises as defaults remain low,Brazil bank lending,rises,as defaults remain low,7,#f7fcb9,rise,
20140129,India's ICICI sees more corporate defaults as profit growth hits four-year low,India's ICICI,sees,more corporate defaults as profit growth hits four-year low,7,#ad494a,"see, predict, warn",
20140130,Brazil's Bradesco sees defaults stable or slightly down in 2014,Brazil's Bradesco,sees,defaults stable or slightly down in 2014,7,#ad494a,"see, predict, warn",
20140203,Treasury's Lew warns that U.S. default could happen quickly,Treasury's Lew,warns,that U.S. default could happen quickly,7,#ad494a,"see, predict, warn",
20140203,"Strong earthquake strikes off western Greece, hits island of Cephalonia",Strong earthquake,strikes,"off western Greece, hits island of Cephalonia",0,#e6550d,"hit, shake, strike",
20140206,Apple buys back $14 bln of shares in 2 weeks since results,Apple,buys,back $14 bln of shares in 2 weeks since results,4,#1f77b4,"buy, invest, acquire",
20140206,Apple buys back $14 bln of its stock since Q1 results,Apple,buys,back $14 bln of its stock since Q1 results,4,#1f77b4,"buy, invest, acquire",
20140207,Apple buys back $14 billion of shares in two weeks since results,Apple,buys,back $14 billion of shares in two weeks since results,4,#1f77b4,"buy, invest, acquire",
20140207,Earthquake of 6.7 magnitude strikes off Vanuatu,Earthquake of 6.7 magnitude,strikes,off Vanuatu,0,#e6550d,"hit, shake, strike",
20140210,Apple loses latest bid to block e-books antitrust monitor,Apple,loses,latest bid to block e-books antitrust monitor,4,#c7e9c0,loses,
20140214,Tesla says cause of Toronto garage fire not yet known,Tesla,says,cause of Toronto garage fire not yet known,5,#636363,say,
20140214,Tesla says cause of Toronto garage fire not yet determined,Tesla,says,cause of Toronto garage fire not yet determined,5,#636363,say,
20140214,"Brazil activity index falls sharply, raises recession specter",Brazil activity index,falls,"sharply, raises recession specter",6,#e377c2,"hit, fall, sink, suffer",
20140219,Facebook to buy WhatsApp for $19 bln in deal shocker,Facebook,to buy,WhatsApp for $19 bln in deal shocker,3,#1f77b4,"buy, invest, acquire",
20140219,Facebook to buy WhatsApp for $19 billion,Facebook,to buy,WhatsApp for $19 billion,3,#1f77b4,"buy, invest, acquire",
20140219,Facebook to buy Whatsapp for $16 billion,Facebook,to buy,Whatsapp for $16 billion,3,#1f77b4,"buy, invest, acquire",
20140219,Google fund invests in education start-up Renaissance Learning,Google fund,invests,in education start-up Renaissance Learning,2,#1f77b4,"buy, invest, acquire",
20140220,Facebook to buy WhatsApp for $19 billion in deal shocker,Facebook,to buy,WhatsApp for $19 billion in deal shocker,3,#1f77b4,"buy, invest, acquire",
20140220,Google Ventures invests in Atlanta startup Ionic Security,Google Ventures,invests,in Atlanta startup Ionic Security,2,#1f77b4,"buy, invest, acquire",
20140221,Apple says security flaw could allow hackers to beat iPhone encryption,Apple,says,security flaw could allow hackers to beat iPhone encryption,4,#636363,say,
20140225,Russian finance official says Ukraine may default on Eurobond tranche,Russian finance official,says,Ukraine may default on Eurobond tranche,7,#636363,say,
20140226,Facebook says makes progress targeting users,Facebook,says,makes progress targeting users,3,#636363,say,
20140227,"Lawsuit against Google over Gmail faces hurdle, U.S. judge says",Lawsuit against Google over Gmail,faces,"hurdle, U.S. judge says",2,#e7ba52,"face, settle, raid, investigate, ...",
20140304,Chaori Solar warns of China corporate bond default,Chaori Solar,warns,of China corporate bond default,7,#ad494a,"see, predict, warn",
20140304,Facebook in talks to acquire drone company for $60 million,Facebook in talks,to acquire,drone company for $60 million,3,#1f77b4,"buy, invest, acquire",
20140304,UPDATE 1-Facebook in talks to acquire drone company for $60 mln,UPDATE 1-Facebook in talks,to acquire,drone company for $60 mln,3,#1f77b4,"buy, invest, acquire",
20140304,Facebook in talks to acquire drone company for $60 mln -reports,Facebook in talks,to acquire,drone company for $60 mln -reports,3,#1f77b4,"buy, invest, acquire",
20140305,Google's Arora says mobile will create bigger advertising pie,Google's Arora,says,mobile will create bigger advertising pie,2,#636363,say,
20140306,Apple loses bid for U.S. ban on Samsung smartphone sales,Apple,loses,bid for U.S. ban on Samsung smartphone sales,4,#c7e9c0,loses,
20140318,Google says Android watches to be available later this year,Google,says,Android watches to be available later this year,2,#636363,say,
20140318,"Google, Viacom settle landmark YouTube lawsuit","Google, Viacom",settle,landmark YouTube lawsuit,2,#e7ba52,"face, settle, raid, investigate, ...",
